PID,Process,DLL,LoadPath,HijackType,Technique,TechniqueName,Tactic,RiskScore,DLL_Indicator,Description
6620,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=6620) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5476,RuntimeBroker.,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'RuntimeBroker.' (PID=5476) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2916,svchost.exe,userenv.dll,C:\\Windows\\System32\\USERENV.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'userenv.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\USERENV.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'userenv.dll' loaded from 'C:\\Windows\\System32\\USERENV.dll' — expected C:\Windows\System32\userenv.dll. Process 'svchost.exe' (PID=2916) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4060,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=4060) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7460,svchost.exe,bcrypt.dll,C:\\Windows\\SYSTEM32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\SYSTEM32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=7460) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4836,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=4836) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4812,M365Copilot.ex,sspicli.dll,C:\\Windows\\SYSTEM32\\SspiCli.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'sspicli.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\SspiCli.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'sspicli.dll' loaded from 'C:\\Windows\\SYSTEM32\\SspiCli.dll' — expected C:\Windows\System32\sspicli.dll. Process 'M365Copilot.ex' (PID=4812) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4708,msedgewebview2,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'msedgewebview2' (PID=4708) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4196,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=4196) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1528,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=1528) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4472,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=4472) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6764,powershell.exe,wintrust.dll,C:\\Windows\\System32\\wintrust.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'wintrust.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\wintrust.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'wintrust.dll' loaded from 'C:\\Windows\\System32\\wintrust.dll' — expected C:\Windows\System32\wintrust.dll. Process 'powershell.exe' (PID=6764) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6544,conhost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'conhost.exe' (PID=6544) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
8844,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=8844) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
9124,WmiPrvSE.exe,wbemcomn.dll,C:\\Windows\\SYSTEM32\\wbemcomn.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'wbemcomn.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\wbemcomn.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'wbemcomn.dll' loaded from 'C:\\Windows\\SYSTEM32\\wbemcomn.dll' — expected C:\Windows\System32\wbemcomn.dll. Process 'WmiPrvSE.exe' (PID=9124) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6828,svchost.exe,bcryptprimitives.dll,C:\\Windows\\SYSTEM32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\SYSTEM32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=6828) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
3376,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=3376) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1316,powershell.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'powershell.exe' (PID=1316) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4024,conhost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'conhost.exe' (PID=4024) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
9048,CalculatorApp.,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'CalculatorApp.' (PID=9048) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
600,msedgewebview2,cryptbase.dll,C:\\Windows\\SYSTEM32\\CRYPTBASE.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'cryptbase.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\CRYPTBASE.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'cryptbase.dll' loaded from 'C:\\Windows\\SYSTEM32\\CRYPTBASE.dll' — expected C:\Windows\System32\cryptbase.dll. Process 'msedgewebview2' (PID=600) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2068,conhost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'conhost.exe' (PID=2068) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2748,RuntimeBroker.,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'RuntimeBroker.' (PID=2748) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5352,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=5352) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6908,svchost.exe,sspicli.dll,C:\\Windows\\System32\\SspiCli.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'sspicli.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\SspiCli.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'sspicli.dll' loaded from 'C:\\Windows\\System32\\SspiCli.dll' — expected C:\Windows\System32\sspicli.dll. Process 'svchost.exe' (PID=6908) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7660,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=7660) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4540,RuntimeBroker.,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'RuntimeBroker.' (PID=4540) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7748,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=7748) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
8048,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=8048) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4176,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=4176) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5392,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=5392) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7776,msedgewebview2,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptprimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptprimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptprimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'msedgewebview2' (PID=7776) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1868,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=1868) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1976,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=1976) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1820,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=1820) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2040,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=2040) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2060,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=2060) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1696,explorer.exe,mscms.dll,C:\\Windows\\System32\\mscms.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'mscms.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\mscms.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'mscms.dll' loaded from 'C:\\Windows\\System32\\mscms.dll' — expected C:\Windows\System32\mscms.dll. Process 'explorer.exe' (PID=1696) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1648,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=1648) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2072,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=2072) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2152,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=2152) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
2264,spoolsv.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'spoolsv.exe' (PID=2264) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1504,svchost.exe,userenv.dll,c:\\windows\\system32\\USERENV.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'userenv.dll' NOT from System32 — loaded from non-System32 location: c:\\windows\\system32\\USERENV.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'userenv.dll' loaded from 'c:\\windows\\system32\\USERENV.dll' — expected C:\Windows\System32\userenv.dll. Process 'svchost.exe' (PID=1504) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
1548,VBoxService.ex,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'VBoxService.ex' (PID=1548) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
